muniNombre
COVARACHÍA
COVEÑAS
COYAIMA
CRAVO NORTE
CÓRDOBA
CÉRTEGUI
CUASPUD
CUBARÁ
CUBARRAL
CUCAITA
CUCUNUBÁ
CUCUTILLA
CUMARAL
CUMARIBO
CUMBAL
CUMBITARA
CUNDAY
CURILLO
CURITÍ
CURUMANÍ
CUÍTIVA
DABEIBA
DAGUA
DIBULLA
DISTRACCIÓN
DOLORES
DON MATÍAS
DOSQUEBRADAS
DUITAMA
DURANIA
EBÉJICO
ELÍAS
EL BAGRE
EL BANCO
EL CAIRO
EL CALVARIO
EL CANTÓN DEL SAN PABLO
EL CARMEN
EL CARMEN DE ATRATO
EL CARMEN DE BOLÍVAR
EL CARMEN DE CHUCURÍ
EL CARMEN DE VIBORAL
EL CASTILLO
EL CERRITO
EL CHARCO
EL COCUY
EL COLEGIO
EL COPEY
EL DONCELLO
EL DORADO
EL DOVIO
EL ENCANTO
EL ESPINO
EL GUACAMAYO
EL GUAMO
EL ÁGUILA
EL LITORAL DEL SAN JUAN
EL MOLINO
EL PASO
EL PAUJIL
EL PEÑÓN
EL PEÑOL
EL PIÑON
EL PLAYÓN
EL RETÉN
EL RETORNO
EL ROBLE
EL ROSAL
EL ROSARIO
EL SANTUARIO
EL TABLÓN DE GÓMEZ
EL TAMBO
EL TARRA
EL ZULIA
ENCINO
ENCISO
ENTRERRIOS
ENVIGADO
ESPINAL
FACATATIVÁ
FALAN
FILADELFIA
FILANDIA
FIRAVITOBA
FLANDES
FLORENCIA
FLORESTA
FLORIDA
FLORIDABLANCA
FLORIÁN
FOMEQUE
FONSECA
FORTUL
FOSCA
FÚQUENE
FRANCISCO PIZARRO
FREDONIA
FRESNO
FRONTINO
FUENTE DE ORO
FUNDACIÓN
FUNES
FUNZA
FUSAGASUGÁ
GACHALA
GACHANCIPÁ
GACHANTIVÁ
GACHETÁ
GALAPA
GALERAS
GALÁN
GAMA
GAMARRA
GAMBITA
GAMEZA
GARAGOA
GARZÓN
GÜEPSA
GÜICÁN
GIGANTE
GINEBRA
GIRALDO
GIRARDOT
GIRARDOTA
GIRÓN
GÓMEZ PLATA
GÉNOVA
GONZÁLEZ
GRAMALOTE
GRANADA
GUACA
GUACAMAYAS
GUACARÍ
GUACHENÉ
GUACHETÁ
GUACHUCAL
GUADALAJARA DE BUGA
GUADALUPE
GUADUAS
GUAITARILLA
GUALMATÁN
GUAMAL
GUAMO
GUAPI
GUAPOTÁ
GUARANDA
GUARNE
GUASCA
GUATAPE
GUATAQUÍ
GUATAVITA
GUATEQUE
GUAVATÁ
GUAYABAL DE SIQUIMA
GUAYABETAL
GUAYATÁ
GUÁTICA
GUTIÉRREZ
HACARÍ
HATILLO DE LOBA
HATO
HATO COROZAL
HATONUEVO
HELICONIA
HERRÁN
HERVEO
HISPANIA
HOBO
HONDA
IBAGUÉ
ICONONZO
ILES
IMUÉS
INÍRIDA
INZÁ
IPIALES
IQUIRA
ISNOS
ISTMINA
ITAGUI
ITUANGO
IZA
JAMBALÓ
JAMUNDÍ
JARDÍN
JENESANO
JERICÓ
JERUSALÉN
JESÚS MARÍA
JORDÁN
JUAN DE ACOSTA
JUNÍN
JURADÓ
LA APARTADA
LA ARGENTINA
LABATECA
LA BELLEZA
LABRANZAGRANDE
LA CALERA
LA CAPILLA
LA CEJA
LA CELIA
LA CHORRERA
LA CRUZ
LA CUMBRE
LA DORADA
LA ESPERANZA
LA ESTRELLA
LA FLORIDA
LA GLORIA
LA JAGUA DE IBIRICO
LA JAGUA DEL PILAR
LA LLANADA
LA MACARENA
LA MERCED
LA MESA
LA MONTAÑITA
LANDÁZURI
LA PALMA
LA PAZ
LA PEÑA
LA PEDRERA
LA PINTADA
LA PLATA
LA PLAYA
LA PRIMAVERA
LA SALINA
LA SIERRA
LA TEBAIDA
LA TOLA
LA UNIÓN
LA UVITA
LA VEGA
LA VICTORIA
LA VIRGINIA
LÍBANO
LEBRÍJA
LEGUÍZAMO
LEIVA
LEJANÍAS
LENGUAZAQUE
LETICIA
LIBORINA
LINARES
LLORÓ
LORICA
LOS ANDES
LOS CÓRDOBAS
LOS PALMITOS
LOS PATIOS
LOS SANTOS
LOURDES
LÓPEZ
LÉRIDA
LURUACO
MACANAL
MACARAVITA
MACEO
MACHETA
MADRID
MAGANGUÉ
MAGÜI
MAHATES
MAICAO
MAJAGUAL
MALAMBO
MALLAMA
MANÍ
MANATÍ
MANAURE
MANIZALES
MANTA
MANZANARES
MAPIRIPÁN
MARÍA LA BAJA
MARGARITA
MARINILLA
MARIPÍ
MARIQUITA
MARMATO
MARQUETALIA
MARSELLA
MARULANDA
MATANZA
MEDELLÍN
MEDINA
MEDIO ATRATO
MEDIO BAUDÓ
MEDIO SAN JUAN
MELGAR
MERCADERES
MESETAS
MILÁN
MIRAFLORES
MIRANDA
MIRITI - PARANÁ
MISTRATÓ
MITÚ
MÁLAGA
MOCOA
MOGOTES
MOÑITOS
MOLAGAVITA
MOMIL
MOMPÓS
MONGUÍ
MONGUA
MONIQUIRÁ
MONTEBELLO
MONTECRISTO
MONTELÍBANO
MONTENEGRO
MONTERÍA
MONTERREY
MORALES
MORELIA
MORROA
MOSQUERA
MOTAVITA
MURILLO
MURINDÓ
MUTATÁ
MUTISCUA
MUZO
NARIÑO
NATAGAIMA
NECHÍ
NECOCLÍ
NEIRA
NEIVA
NEMOCÓN
NILO
NIMAIMA
NOBSA
NOCAIMA
NORCASIA
NÁTAGA
NUEVA GRANADA
NUEVO COLÓN
NUNCHÍA
NUQUÍ
NÓVITA
OBANDO
OCAÑA
OCAMONTE
OIBA
OICATÁ
OLAYA
OLAYA HERRERA
ONZAGA
OPORAPA
ORITO
OROCUÉ
ORTEGA
OSPINA
OTANCHE
OVEJAS
PACHAVITA
PACHO
PADILLA
PAEZ
PAICOL
PAILITAS
PAIME
PAIPA
PAJARITO
PALERMO
PALESTINA
PALMAR
PALMAR DE VARELA
PALMAS DEL SOCORRO
PALMIRA
PALMITO
PALOCABILDO
PAMPLONA
PAMPLONITA
PANDI
PANQUEBA
PARATEBUENO
PASCA
PASTO
PATÍA
PAUNA
PAYA
PAZ DE ARIPORO
PAZ DE RÍO
PÁCORA
PEDRAZA
PELAYA
PENSILVANIA
PEÑOL
PEQUE
PEREIRA
PESCA
PÁEZ
PIAMONTE
PIEDECUESTA
PIEDRAS
PIENDAMÓ
PIJAO
PIJIÑO DEL CARMEN
PINCHOTE
PINILLOS
PIOJÓ
PISBA
PITAL
PITALITO
PIVIJAY
PLANADAS
PLANETA RICA
PLATO
POLICARPA
POLONUEVO
PONEDERA
POPAYÁN
PORE
POTOSÍ
PRADERA
PRADO
PÁRAMO
PROVIDENCIA
PUEBLO BELLO
PUEBLO NUEVO
PUEBLO RICO
PUEBLORRICO
PUEBLOVIEJO
PUENTE NACIONAL
PUERRES
PUERTO ALEGRÍA
PUERTO ARICA
PUERTO ASÍS
PUERTO BERRÍO
PUERTO BOYACÁ
PUERTO CAICEDO
PUERTO CARREÑO
PUERTO COLOMBIA
PUERTO CONCORDIA
PUERTO ESCONDIDO
PUERTO GAITÁN
PUERTO GUZMÁN
PUERTO LIBERTADOR
PUERTO LLERAS
PUERTO LÓPEZ
PUERTO NARE
PUERTO NARIÑO
PUERTO PARRA
PUERTO RICO
PUERTO RONDÓN
PUERTO SALGAR
PUERTO SANTANDER
PUERTO TEJADA
PUERTO TRIUNFO
PUERTO WILCHES
PULÍ
PUPIALES
PURACÉ
PURIFICACIÓN
PURÍSIMA
QUEBRADANEGRA
QUETAME
QUIBDÓ
QUIMBAYA
QUINCHÍA
QUIPILE
QUÍPAMA
RAGONVALIA
RAMIRIQUÍ
RECETOR
REGIDOR
REMEDIOS
REMOLINO
REPELÓN
RESTREPO
RETIRO
RICAURTE
RIOBLANCO
RIOFRÍO
RIOHACHA
RIONEGRO
RIOSUCIO
RISARALDA
RIVERA
ROBERTO PAYÁN
RÍO DE ORO
RÍO IRO
ROLDANILLO
RONCESVALLES
RONDÓN
RÍO QUITO
ROSAS
RÍO VIEJO
ROVIRA
RÁQUIRA
SABANA DE TORRES
SABANAGRANDE
SABANALARGA
SABANAS DE SAN ANGEL
SABANETA
SABOYÁ
SAHAGÚN
SALADOBLANCO
SALAMINA
SALAZAR
SALDAÑA
SALENTO
SALGAR
SAMACÁ
SAMANÁ
SAMANIEGO
SAMPUÉS
SAN AGUSTÍN
SAN ALBERTO
SAN ANDRÉS
SAN ANDRÉS SOTAVENTO
SAN ANTERO
SAN ANTONIO
SAN ANTONIO DEL TEQUENDAMA
SAN BENITO
SAN BENITO ABAD
SAN BERNARDO
SAN BERNARDO DEL VIENTO
SAN CALIXTO
SAN CARLOS
SAN CARLOS DE GUAROA
SAN CAYETANO
SAN CRISTÓBAL
SAN DIEGO
SANDONÁ
SAN EDUARDO
SAN ESTANISLAO
SAN FERNANDO
SAN FRANCISCO
SAN GIL
SAN JACINTO
SAN JACINTO DEL CAUCA
SAN JERÓNIMO
SAN JOAQUÍN
SAN JOSÉ
SAN JOSÉ DE LA MONTAÑA
SAN JOSÉ DEL FRAGUA
SAN JOSÉ DEL GUAVIARE
SAN JOSÉ DEL PALMAR
SAN JOSÉ DE MIRANDA
SAN JOSÉ DE PARE
SAN JUAN DE ARAMA
SAN JUAN DE BETULIA
SAN JUAN DEL CESAR
SAN JUAN DE RÍO SECO
SAN JUAN DE URABÁ
SAN JUANITO
SAN JUAN NEPOMUCENO
SAN LORENZO
SAN LUIS
SAN LUIS DE GACENO
SAN LUIS DE PALENQUE
SAN MARCOS
SAN MARTÍN
SAN MARTÍN DE LOBA
SAN MATEO
SAN MIGUEL
SAN MIGUEL DE SEMA
SAN ONOFRE
SAN PABLO
SAN PABLO DE BORBUR
SAN PEDRO
SAN PEDRO DE CARTAGO
SAN PEDRO DE URABA
SAN PELAYO
SAN RAFAEL
SAN ROQUE
SAN SEBASTIÁN
SAN SEBASTIÁN DE BUENAVISTA
SANTA ANA
SANTA BÁRBARA
SANTA BÁRBARA DE PINTO
SANTA CATALINA
SANTACRUZ
SANTAFÉ DE ANTIOQUIA
SANTA HELENA DEL OPÓN
SANTA ISABEL
SANTA LUCÍA
SANTA MARÍA
SANTA MARTA
SANTANA
SANTANDER DE QUILICHAO
SANTA ROSA
SANTA ROSA DE CABAL
SANTA ROSA DEL SUR
SANTA ROSA DE OSOS
SANTA ROSA DE VITERBO
SANTA ROSALÍA
SANTA SOFÍA
SANTIAGO
SANTIAGO DE TOLÚ
SANTO DOMINGO
SANTO TOMÁS
SANTUARIO
SAN VICENTE
SAN VICENTE DE CHUCURÍ
SAN VICENTE DEL CAGUÁN
SAN ZENÓN
SAPUYES
SARAVENA
SARDINATA
SASAIMA
SATIVANORTE
SATIVASUR
SÁCAMA
SÁCHICA
SEGOVIA
SESQUILÉ
SEVILLA
SIACHOQUE
SIBATÉ
SIBUNDOY
SILOS
SILVANIA
SILVIA
SIMACOTA
SIMIJACA
SIMITÍ
SINCÉ
SINCELEJO
SIPÍ
SITIONUEVO
SOACHA
SOATÁ
SOCHA
SOCORRO
SOCOTÁ
SOGAMOSO
SOLANO
SOLEDAD
SOLITA
SOMONDOCO
SONSON
SOPÓ
SOPETRÁN
SOPLAVIENTO
SORA
SORACÁ
SOTAQUIRÁ
SOTARA
SUAITA
SUAN
SUAZA
SUBACHOQUE
SUCRE
SUESCA
SUPÍA
SUPATÁ
SURATÁ
SUÁREZ
SUSA
SUSACÓN
SUTAMARCHÁN
SUTATAUSA
SUTATENZA
TABIO
TADÓ
TALAIGUA NUEVO
TAMALAMEQUE
TAME
TAMINANGO
TANGUA
TARAIRA
TARAPACÁ
TARAZÁ
TARQUI
TARSO
TASCO
TAURAMENA
TAUSA
TELLO
TENA
TENERIFE
TENJO
TENZA
TEORAMA
TERUEL
TESALIA
TIBÚ
TIBACUY
TIBANÁ
TIBASOSA
TIBIRITA
ÚTICA
TIERRALTA
TIMANÁ
TIMBIQUÍ
TIMBÍO
TINJACÁ
TIPACOQUE
TIQUISIO
TITIRIBÍ
TÁMARA
TÁMESIS
TOCA
TOCAIMA
TOCANCIPÁ
TOGÜÍ
TOLEDO
TOLÚ VIEJO
TONA
TOPAIPÍ
TORIBIO
TORO
TOTA
TOTORÓ
TÓPAGA
TÚQUERRES
TRINIDAD
TRUJILLO
TUBARÁ
TUCHÍN
TULUÁ
TUMACO
TUNJA
TUNUNGUÁ
TURBACO
TURBANÁ
TURBO
TURMEQUÉ
TUTA
TUTAZÁ
UBALÁ
UBAQUE
ULLOA
UMBITA
UNE
UNGUÍA
UNIÓN PANAMERICANA
URAMITA
URIBE
URIBIA
URRAO
URUMITA
USIACURÍ
VALDIVIA
VALENCIA
VALLE DEL GUAMUEZ
VALLE DE SAN JOSÉ
VALLE DE SAN JUAN
VALLEDUPAR
VALPARAÍSO
VEGACHÍ
VENADILLO
VENECIA
VENTAQUEMADA
VERGARA
VERSALLES
VETAS
VIANÍ
VICTORIA
VIGÍA DEL FUERTE
VIJES
VILLA CARO
VILLA DE LEYVA
VILLA DEL ROSARIO
VILLA DE SAN DIEGO DE UBATE
VILLAGARZÓN
VILLAGÓMEZ
VILLAHERMOSA
VILLAMARÍA
VILLANUEVA
VILLAPINZÓN
VILLA RICA
VILLARRICA
VILLAVICENCIO
VILLAVIEJA
VILLETA
VIOTÁ
VIRACACHÁ
VISTAHERMOSA
VITERBO
VÉLEZ
YACOPÍ
YACUANQUER
YAGUARÁ
YALÍ
YARUMAL
YOLOMBÓ
YONDÓ
YOPAL
YOTOCO
YUMBO
ZAMBRANO
ZAPATOCA
ZAPAYÁN
ZARAGOZA
ZARZAL
ZETAQUIRA
ZIPACÓN
ZIPAQUIRÁ
ZONA BANANERA
